Traditional,Simplified,Eng.Tran.,Length,Pinyin,Pinyin.Input,WCount,W.million,log10W,W-CD,W-CD%,log10CD,Dominant.PoS,Dominant.PoS.Freq,All.PoS,All.PoS.Freq
尼克,尼克,Nick (name),2,Ni2 ke4,nike,810,24.15,2.9085,141,2.26,2.1492,nr,810,.nr.,.810.
親身,亲身,personal/oneself,2,qin1 shen1,qinshen,146,4.35,2.1644,141,2.26,2.1492,d,92,.d.b.,.92.54.
春,春,spring (time)/gay/joyful/youthful/love/lust/life,1,chun1,chun,241,7.18,2.382,141,2.26,2.1492,tg,241,.tg.,.241.
過期,过期,to be overdue/to exceed the time limit/to expire (as in expiration date),2,guo4 qi1,guoqi,171,5.1,2.233,141,2.26,2.1492,v,137,.v.vn.,.137.34.
再生,再生,to be reborn/to regenerate,2,zai4 sheng1,zaisheng,197,5.87,2.2945,141,2.26,2.1492,v,146,.v.vn.,.146.51.
支配,支配,to dominate/to allocate,2,zhi1 pei4,zhipei,166,4.95,2.2201,141,2.26,2.1492,v,156,.v.vn.,.156.10.
戒毒,戒毒,to give up drug/to quit (an addiction)/to break (dependence),2,jie4 du2,jiedu,257,7.66,2.4099,141,2.26,2.1492,v,171,.v.vn.,.171.86.
組建,组建,to organize/to set up/to establish,2,zu3 jian4,zujian,161,4.8,2.2068,141,2.26,2.1492,v,160,.v.vn.,.160.1.
殘留,残留,to remain/left over/surplus/remnant,2,can2 liu2,canliu,175,5.22,2.243,141,2.26,2.1492,vn,110,.vn.v.,.110.65.
服刑,服刑,to serve a prison sentence,2,fu2 xing2,fuxing,198,5.9,2.2967,141,2.26,2.1492,v,175,.v.vn.,.175.23.
瞪,瞪,to stare at,1,deng4,deng,177,5.28,2.248,141,2.26,2.1492,v,177,.v.,.177.
動搖,动摇,waver/be indecisive,2,dong4 yao2,dongyao,158,4.71,2.1987,141,2.26,2.1492,v,152,.v.an.a.,.152.4.2.
死尸,死尸,a corpse/a dead body,2,si3 shi1,sishi,178,5.31,2.2504,140,2.24,2.1461,n,178,.n.,.178.
當前,当前,current/today's/modern/present/to be facing (us),2,dang1 qian2,dangqian,155,4.62,2.1903,140,2.24,2.1461,t,155,.t.,.155.
視野,视野,field of view/horizon,2,shi4 ye3,shiye,175,5.22,2.243,140,2.24,2.1461,n,175,.n.,.175.
德語,德语,German (language),2,De2 yu3,deyu,276,8.23,2.4409,140,2.24,2.1461,nz,276,.nz.,.276.
膩,腻,greasy/tired of,1,ni4,ni,166,4.95,2.2201,140,2.24,2.1461,v,166,.v.,.166.
辣椒,辣椒,hot pepper/chili,2,la4 jiao1,lajiao,255,7.6,2.4065,140,2.24,2.1461,n,255,.n.,.255.
腎,肾,kidney,1,shen4,shen,331,9.87,2.5198,140,2.24,2.1461,n,331,.n.,.331.
負面,负面,negative/the negative side,2,fu4 mian4,fumian,158,4.71,2.1987,140,2.24,2.1461,b,158,.b.,.158.
懶得,懒得,not wishing to do anything/disinclined,2,lan3 de2,lande,146,4.35,2.1644,140,2.24,2.1461,v,146,.v.,.146.
署,署,office/bureau/to sign,1,shu3,shu,217,6.47,2.3365,140,2.24,2.1461,g,217,.g.,.217.
薯,薯,potato/yam,1,shu3,shu,210,6.26,2.3222,140,2.24,2.1461,n,210,.n.,.210.
比例,比例,proportion/scale,2,bi3 li4,bili,173,5.16,2.238,140,2.24,2.1461,n,173,.n.,.173.
壯觀,壮观,spectacular/magnificent sight,2,zhuang4 guan1,zhuangguan,165,4.92,2.2175,140,2.24,2.1461,a,163,.a.an.,.163.2.
嚴密,严密,"strict/tight (organization, surveillance etc)",2,yan2 mi4,yanmi,157,4.68,2.1959,140,2.24,2.1461,a,123,.a.ad.,.123.34.
苦難,苦难,suffering,2,ku3 nan4,kunan,168,5.01,2.2253,140,2.24,2.1461,n,168,.n.,.168.
傳票,传票,summons,2,chuan2 piao4,chuanpiao,232,6.92,2.3655,140,2.24,2.1461,n,232,.n.,.232.
區分,区分,to differentiate/to find differing aspects,2,qu1 fen1,qufen,149,4.44,2.1732,140,2.24,2.1461,v,144,.v.vn.,.144.5.
墜落,坠落,to fall/to drop,2,zhui4 luo4,zhuiluo,188,5.6,2.2742,140,2.24,2.1461,v,179,.v.vn.,.179.9.
追隨,追随,to follow/to accompany,2,zhui1 sui2,zhuisui,170,5.07,2.2304,140,2.24,2.1461,v,170,.v.,.170.
出國,出国,to go abroad/to leave the country/emigration,2,chu1 guo2,chuguo,178,5.31,2.2504,140,2.24,2.1461,v,170,.v.vn.,.170.8.
明了,明了,to understand clearly/to be clear about/plain/clear,2,ming2 liao3,mingliao,149,4.44,2.1732,140,2.24,2.1461,v,142,.v.a.,.142.7.
意想不到,意想不到,unexpected/previously unimagined,4,yi4 xiang3 bu4 dao4,yixiangbudao,149,4.44,2.1732,140,2.24,2.1461,v,149,.v.,.149.
控訴,控诉,accuse/denounce,2,kong4 su4,kongsu,184,5.48,2.2648,139,2.23,2.143,v,128,.v.vn.,.128.56.
救助,救助,aid/to help sb in trouble,2,jiu4 zhu4,jiuzhu,206,6.14,2.3139,139,2.23,2.143,v,154,.v.vn.,.154.52.
貌,貌,appearance,1,mao4,mao,150,4.47,2.1761,139,2.23,2.143,g,150,.g.,.150.
建筑物,建筑物,building,3,jian4 zhu4 wu4,jianzhuwu,183,5.46,2.2625,139,2.23,2.143,n,183,.n.,.183.
不擇手段,不择手段,by fair means or foul/by hook or by crook/unscrupulously,4,bu4 ze2 shou3 duan4,buzeshouduan,159,4.74,2.2014,139,2.23,2.143,l,159,.l.,.159.
感激不盡,感激不尽,can't thank sb enough (idiom),4,gan3 ji1 bu4 jin4,ganjibujin,147,4.38,2.1673,139,2.23,2.143,v,147,.v.,.147.
車廂,车厢,carriage,2,che1 xiang1,chexiang,224,6.68,2.3502,139,2.23,2.143,n,224,.n.,.224.
証書,证书,credentials/certificate,2,zheng4 shu1,zhengshu,165,4.92,2.2175,139,2.23,2.143,n,165,.n.,.165.
要害,要害,crucial/key point,2,yao4 hai4,yaohai,153,4.56,2.1847,139,2.23,2.143,n,153,.n.,.153.
決斗,决斗,duel,2,jue2 dou4,juedou,273,8.14,2.4362,139,2.23,2.143,vn,167,.vn.v.,.167.106.
大方,大方,"expert/scholar/mother earth (cf 大地, because the earth is square 地方)/a type of green tea; generous/magnanimous/poise/a great moral principle",2,da4 fang5,dafang,150,4.47,2.1761,139,2.23,2.143,a,150,.a.,.150.
香味,香味,fragrance/bouquet/sweet smell,2,xiang1 wei4,xiangwei,172,5.13,2.2355,139,2.23,2.143,n,172,.n.,.172.
摩擦,摩擦,friction/rubbing/chafing/fig. disharmony/conflict/same as 磨擦,2,mo2 ca1,moca,158,4.71,2.1987,139,2.23,2.143,vn,126,.vn.v.,.126.32.
討價還價,讨价还价,haggle over price,4,tao3 jia4 huan2 jia4,taojiahuanjia,153,4.56,2.1847,139,2.23,2.143,v,153,.v.,.153.
毛發,毛发,hair,2,mao2 fa4,maofa,182,5.43,2.2601,139,2.23,2.143,n,182,.n.,.182.
理念,理念,idea/concept/philosophy/theory,2,li3 nian4,linian,205,6.11,2.3118,139,2.23,2.143,n,205,.n.,.205.
關節,关节,joint,2,guan1 jie2,guanjie,180,5.37,2.2553,139,2.23,2.143,n,180,.n.,.180.
湖邊,湖边,lakeside,2,hu2 bian1,hubian,245,7.3,2.3892,139,2.23,2.143,s,245,.s.,.245.
馬丁,马丁,Martin (name),2,Ma3 ding1,mading,568,16.93,2.7543,139,2.23,2.143,nr,568,.nr.,.568.
多管閑事,多管闲事,meddling in other people's business,4,duo1 guan3 xian2 shi4,duoguanxianshi,153,4.56,2.1847,139,2.23,2.143,v,153,.v.,.153.
釘子,钉子,nail/snag,2,ding1 zi5,dingzi,208,6.2,2.3181,139,2.23,2.143,n,208,.n.,.208.
新婚,新婚,newly wed,2,xin1 hun1,xinhun,180,5.37,2.2553,139,2.23,2.143,n,180,.n.,.180.
客觀,客观,objective,2,ke4 guan1,keguan,177,5.28,2.248,139,2.23,2.143,a,122,.a.n.ad.,.122.51.4.
上空,上空,overhead/in the sky,2,shang4 kong1,shangkong,178,5.31,2.2504,139,2.23,2.143,s,177,.s.n.,.177.1.
公關,公关,public relations,2,gong1 guan1,gongguan,203,6.05,2.3075,139,2.23,2.143,n,203,.n.,.203.
數百萬,数百万,several million,3,shu4 bai3 wan4,shubaiwan,165,4.92,2.2175,139,2.23,2.143,m,165,.m.,.165.
眠,眠,sleep,1,mian2,mian,160,4.77,2.2041,139,2.23,2.143,g,160,.g.,.160.
魷魚,鱿鱼,squid,2,you2 yu2,youyu,184,5.48,2.2648,139,2.23,2.143,n,184,.n.,.184.
部署,部署,to dispose/to deploy/deployment,2,bu4 shu3,bushu,185,5.51,2.2672,139,2.23,2.143,v,124,.v.vn.,.124.61.
探險,探险,to explore,2,tan4 xian3,tanxian,321,9.57,2.5065,139,2.23,2.143,vn,221,.vn.v.,.221.100.
抵,抵,to hold up/to support/to prop up/to resist/to compensate/to make up for/to mortgage/to offset/to counterbalance/to balance/to set against/to offset/on the whole/to push against/to reach/to arrive,1,di3,di,168,5.01,2.2253,139,2.23,2.143,v,168,.v.,.168.
徘徊,徘徊,to hover/to linger/to roam/to wander,2,pai2 huai2,paihuai,159,4.74,2.2014,139,2.23,2.143,v,154,.v.vn.,.154.5.
同居,同居,to live together,2,tong2 ju1,tongju,197,5.87,2.2945,139,2.23,2.143,v,181,.v.vn.,.181.16.
塑造,塑造,to model/to mould/plastic (arts)/flexible/to portray (in sculpture or in words),2,su4 zao4,suzao,155,4.62,2.1903,139,2.23,2.143,v,150,.v.vn.,.150.5.
減速,减速,to reduce speed/to slow down/to take it easy,2,jian3 su4,jiansu,246,7.33,2.3909,139,2.23,2.143,v,241,.v.vn.,.241.5.
接替,接替,to replace/to take over (a position or post),2,jie1 ti4,jieti,159,4.74,2.2014,139,2.23,2.143,v,153,.v.vn.,.153.6.
售,售,to sell,1,shou4,shou,172,5.13,2.2355,139,2.23,2.143,v,172,.v.,.172.
繃,绷,to stretch/taut/to tie/to bind; to have a taut face,1,beng1/beng3/beng4,beng,194,5.78,2.2878,139,2.23,2.143,v,194,.v.,.194.
秘訣,秘诀,trade secret/trick,2,mi4 jue2,mijue,153,4.56,2.1847,139,2.23,2.143,n,153,.n.,.153.
偏偏,偏偏,(indicates that sth turns out just the opposite of what one would expect or what would be normal)/unfortunately/against expectations,2,pian1 pian1,pianpian,153,4.56,2.1847,138,2.21,2.1399,d,153,.d.,.153.
阿富汗,阿富汗,Afghanistan/Afghan,3,A1 fu4 han4,afuhan,337,10.05,2.5276,138,2.21,2.1399,ns,337,.ns.,.337.
種種,种种,all kinds of,2,zhong3 zhong3,zhongzhong,156,4.65,2.1931,138,2.21,2.1399,q,156,.q.,.156.
豆子,豆子,bean/pea,2,dou4 zi5,douzi,296,8.82,2.4713,138,2.21,2.1399,n,296,.n.,.296.
底部,底部,bottom,2,di3 bu4,dibu,160,4.77,2.2041,138,2.21,2.1399,f,160,.f.,.160.
渠道,渠道,channels,2,qu2 dao4,qudao,156,4.65,2.1931,138,2.21,2.1399,n,156,.n.,.156.
旨意,旨意,decree/order,2,zhi3 yi4,zhiyi,193,5.75,2.2856,138,2.21,2.1399,n,193,.n.,.193.
勿,勿,do not,1,wu4,wu,169,5.04,2.2279,138,2.21,2.1399,d,169,.d.,.169.
柵欄,栅栏,fence,2,zha4 lan2,zhalan,188,5.6,2.2742,138,2.21,2.1399,n,188,.n.,.188.
少校,少校,junior ranking officer in Chinese army/major/lieutenant commander,2,shao4 xiao4,shaoxiao,609,18.15,2.7846,138,2.21,2.1399,n,609,.n.,.609.
休閑,休闲,leisure/relaxation/not working/idle,2,xiu1 xian2,xiuxian,181,5.4,2.2577,138,2.21,2.1399,vn,131,.vn.v.,.131.50.
扛,扛,lift overhead with both hands; carry on one's shoulder,1,gang1/kang2,kang,159,4.74,2.2014,138,2.21,2.1399,v,159,.v.,.159.
徹頭徹尾,彻头彻尾,lit. from head to tail (idiom); thoroughgoing/through and through/out and out/from top to bottom,4,che4 tou2 che4 wei3,chetouchewei,144,4.29,2.1584,138,2.21,2.1399,l,144,.l.,.144.
人力,人力,manpower/labor power,2,ren2 li4,renli,168,5.01,2.2253,138,2.21,2.1399,n,168,.n.,.168.
中年,中年,middle-aged,2,zhong1 nian2,zhongnian,184,5.48,2.2648,138,2.21,2.1399,t,184,.t.,.184.
下星期,下星期,next week,3,xia4 xing1 qi1,xiaxingqi,169,5.04,2.2279,138,2.21,2.1399,t,169,.t.,.169.
夜間,夜间,nighttime/evening or night (e.g. classes),2,ye4 jian1,yejian,171,5.1,2.233,138,2.21,2.1399,t,169,.t.n.,.169.2.
通宵,通宵,overnight,2,tong1 xiao1,tongxiao,157,4.68,2.1959,138,2.21,2.1399,n,157,.n.,.157.
藥片,药片,"pill, tablet (e.g. medical)",2,yao4 pian4,yaopian,211,6.29,2.3243,138,2.21,2.1399,n,211,.n.,.211.
青春期,青春期,puberty/adolescence,3,qing1 chun1 qi1,qingchunqi,181,5.4,2.2577,138,2.21,2.1399,t,181,.t.,.181.
學者,学者,scholar,2,xue2 zhe3,xuezhe,188,5.6,2.2742,138,2.21,2.1399,n,188,.n.,.188.
分頭,分头,separately/severally,2,fen1 tou2,fentou,153,4.56,2.1847,138,2.21,2.1399,d,150,.d.n.,.150.3.
性交,性交,sexual intercourse,2,xing4 jiao1,xingjiao,228,6.8,2.3579,138,2.21,2.1399,vn,228,.vn.,.228.
南邊,南边,south/south side/southern part/to the south of,2,nan2 bian5,nanbian,177,5.28,2.248,138,2.21,2.1399,f,177,.f.,.177.
鬆鼠,松鼠,squirrel,2,song1 shu3,songshu,241,7.18,2.382,138,2.21,2.1399,n,241,.n.,.241.
試試看,试试看,to give it a try,3,shi4 shi4 kan4,shishikan,149,4.44,2.1732,138,2.21,2.1399,v,149,.v.,.149.
否,否,to negate/to deny/not; clogged/evil,1,fou3/pi3,fou,166,4.95,2.2201,138,2.21,2.1399,g,114,.g.y.,.114.52.
植,植,to plant,1,zhi2,zhi,260,7.75,2.415,138,2.21,2.1399,v,260,.v.,.260.
更新,更新,to replace the old with new/to renew/to renovate/to upgrade/to regenerate,2,geng1 xin1,gengxin,161,4.8,2.2068,138,2.21,2.1399,v,141,.v.vn.,.141.20.
教書,教书,to teach (in a school),2,jiao1 shu1,jiaoshu,202,6.02,2.3054,138,2.21,2.1399,v,198,.v.vn.,.198.4.
出沒,出没,to vanish and reappear/rising and setting (of the sun)/a haunt (of hidden creatures),2,chu1 mo4,chumei,152,4.53,2.1818,138,2.21,2.1399,v,152,.v.,.152.
視力,视力,vision/eyesight,2,shi4 li4,shili,189,5.63,2.2765,138,2.21,2.1399,n,189,.n.,.189.
小巷,小巷,alley,2,xiao3 xiang4,xiaoxiang,174,5.19,2.2405,137,2.19,2.1367,n,174,.n.,.174.
特質,特质,characteristic/special property,2,te4 zhi4,tezhi,179,5.34,2.2529,137,2.19,2.1367,n,179,.n.,.179.
淨,净,clean/completely/only,1,jing4,jing,176,5.25,2.2455,137,2.19,2.1367,a,121,.a.d.,.121.55.
發達,发达,developed (country etc)/flourishing/to develop,2,fa1 da2,fada,149,4.44,2.1732,137,2.19,2.1367,a,149,.a.,.149.
發動機,发动机,engine/motor/CL:台[tai2],3,fa1 dong4 ji1,fadongji,215,6.41,2.3324,137,2.19,2.1367,n,215,.n.,.215.
影星,影星,film star,2,ying3 xing1,yingxing,173,5.16,2.238,137,2.19,2.1367,n,173,.n.,.173.
鮮,鲜,fresh; few/rare,1,xian1/xian3,xian,173,5.16,2.238,137,2.19,2.1367,a,144,.a.g.ad.,.144.18.11.
監護人,监护人,guardian,3,jian1 hu4 ren2,jianhuren,217,6.47,2.3365,137,2.19,2.1367,n,217,.n.,.217.
蜜,蜜,honey,1,mi4,mi,338,10.08,2.5289,137,2.19,2.1367,n,338,.n.,.338.
侵略,侵略,invasion/encroachment,2,qin1 lu:e4,qinlue,162,4.83,2.2095,137,2.19,2.1367,v,90,.v.vn.,.90.72.
嘻,嘻,laugh/giggle,1,xi1,xi,639,19.05,2.8055,137,2.19,2.1367,o,639,.o.,.639.
許可証,许可证,license/authorization/permit,3,xu3 ke3 zheng4,xukezheng,184,5.48,2.2648,137,2.19,2.1367,n,184,.n.,.184.
強勢,强势,mighty,2,qiang2 shi4,qiangshi,208,6.2,2.3181,137,2.19,2.1367,n,208,.n.,.208.
鼻涕,鼻涕,nasal mucus/snivel,2,bi2 ti4,biti,178,5.31,2.2504,137,2.19,2.1367,n,178,.n.,.178.
西北,西北,northwest,2,xi1 bei3,xibei,189,5.63,2.2765,137,2.19,2.1367,s,187,.s.ns.f.,.187.1.1.
祭,祭,offer sacrifice; surname Zhai,1,ji4/zhai4,ji,300,8.94,2.4771,137,2.19,2.1367,v,266,.v.vn.,.266.34.
增援,增援,reinforce,2,zeng1 yuan2,zengyuan,215,6.41,2.3324,137,2.19,2.1367,v,188,.v.vn.,.188.27.
臭味,臭味,stink/fumes,2,chou4 wei4,chouwei,166,4.95,2.2201,137,2.19,2.1367,n,166,.n.,.166.
直線,直线,straight line,2,zhi2 xian4,zhixian,180,5.37,2.2553,137,2.19,2.1367,n,145,.n.d.,.145.35.
收場,收场,the end/an ending/to wind down/to conclude,2,shou1 chang3,shouchang,153,4.56,2.1847,137,2.19,2.1367,v,143,.v.vn.,.143.10.
瞄,瞄,to aim,1,miao2,miao,189,5.63,2.2765,137,2.19,2.1367,v,189,.v.,.189.
乞求,乞求,to beg,2,qi3 qiu2,qiqiu,169,5.04,2.2279,137,2.19,2.1367,v,169,.v.,.169.
登機,登机,to board a plane,2,deng1 ji1,dengji,250,7.45,2.3979,137,2.19,2.1367,v,234,.v.vn.,.234.16.
迷住,迷住,to fascinate/to strongly attract/to obsess/to infatuate/to captivate/to enchant,2,mi2 zhu5,mizhu,162,4.83,2.2095,137,2.19,2.1367,v,162,.v.,.162.
懷抱,怀抱,"to hug/to cherish/within the bosom (of the family)/to embrace (also fig. an ideal, aspiration etc)",2,huai2 bao4,huaibao,153,4.56,2.1847,137,2.19,2.1367,n,128,.n.v.,.128.25.
加大,加大,to increase (e.g. one's effort),2,jia1 da4,jiada,167,4.98,2.2227,137,2.19,2.1367,v,167,.v.,.167.
合並,合并,to merge/to annex,2,he2 bing4,hebing,403,12.01,2.6053,137,2.19,2.1367,v,345,.v.vn.,.345.58.
點頭,点头,to nod,2,dian3 tou2,diantou,156,4.65,2.1931,137,2.19,2.1367,v,156,.v.,.156.
探測,探测,to probe/to take readings/to explore/exploration,2,tan4 ce4,tance,198,5.9,2.2967,137,2.19,2.1367,v,122,.v.vn.,.122.76.
消耗,消耗,to use up/to consume,2,xiao1 hao4,xiaohao,145,4.32,2.1614,137,2.19,2.1367,v,132,.v.vn.,.132.13.
出軌,出轨,a derailment (railway accident)/to leave the rails/fig. to overstep bounds,2,chu1 gui3,chugui,174,5.19,2.2405,136,2.18,2.1335,v,153,.v.vn.,.153.21.
斗士,斗士,a warrior/an activist,2,dou4 shi4,doushi,189,5.63,2.2765,136,2.18,2.1335,n,189,.n.,.189.
胡蘿卜,胡萝卜,carrot,3,hu2 luo2 bo5,huluobo,225,6.71,2.3522,136,2.18,2.1335,n,225,.n.,.225.
洞穴,洞穴,cave/cavern,2,dong4 xue2,dongxue,258,7.69,2.4116,136,2.18,2.1335,n,258,.n.,.258.
清潔工,清洁工,cleaner/janitor/garbage collector,3,qing1 jie2 gong1,qingjiegong,226,6.74,2.3541,136,2.18,2.1335,n,226,.n.,.226.
蓄意,蓄意,deliberate/premeditated/malice,2,xu4 yi4,xuyi,164,4.89,2.2148,136,2.18,2.1335,d,164,.d.,.164.
偵查,侦查,detect/investigate,2,zhen1 cha2,zhencha,177,5.28,2.248,136,2.18,2.1335,v,111,.v.vn.,.111.66.
灰塵,灰尘,dust,2,hui1 chen2,huichen,152,4.53,2.1818,136,2.18,2.1335,n,152,.n.,.152.
懷裡,怀里,embrace/bosom,2,huai2 li3,huaili,154,4.59,2.1875,136,2.18,2.1335,s,154,.s.,.154.
閃耀,闪耀,glint,2,shan3 yao4,shanyao,225,6.71,2.3522,136,2.18,2.1335,v,225,.v.,.225.
壞處,坏处,harm/troubles,2,huai4 chu5,huaichu,155,4.62,2.1903,136,2.18,2.1335,n,155,.n.,.155.
飢渴,饥渴,hunger and thirst,2,ji1 ke3,jike,168,5.01,2.2253,136,2.18,2.1335,n,91,.n.v.a.,.91.52.25.
暗中,暗中,in the dark/in secret/on the sly/surreptitiously,2,an4 zhong1,anzhong,148,4.41,2.1703,136,2.18,2.1335,d,135,.d.s.,.135.13.
限,限,limit/bound,1,xian4,xian,161,4.8,2.2068,136,2.18,2.1335,v,145,.v.g.,.145.16.
磁帶,磁带,magnetic tape,2,ci2 dai4,cidai,261,7.78,2.4166,136,2.18,2.1335,n,261,.n.,.261.
導航,导航,navigation,2,dao3 hang2,daohang,221,6.59,2.3444,136,2.18,2.1335,vn,141,.vn.v.,.141.80.
不久前,不久前,not long ago,3,bu4 jiu3 qian2,bujiuqian,147,4.38,2.1673,136,2.18,2.1335,t,147,.t.,.147.
戶外,户外,outdoor,2,hu4 wai4,huwai,180,5.37,2.2553,136,2.18,2.1335,s,180,.s.,.180.
上方,上方,place above,2,shang4 fang1,shangfang,161,4.8,2.2068,136,2.18,2.1335,f,158,.f.b.,.158.3.
憶,忆,remember,1,yi4,yi,224,6.68,2.3502,136,2.18,2.1335,g,224,.g.,.224.
共和黨,共和党,Republican Party,3,Gong4 he2 dang3,gonghedang,300,8.94,2.4771,136,2.18,2.1335,n,300,.n.,.300.
服務器,服务器,server (computer),3,fu2 wu4 qi4,fuwuqi,283,8.44,2.4518,136,2.18,2.1335,n,283,.n.,.283.
性欲,性欲,sexual desire/lust,2,xing4 yu4,xingyu,183,5.46,2.2625,136,2.18,2.1335,n,183,.n.,.183.
西服,西服,suit/western-style clothes (historical usage),2,xi1 fu2,xifu,174,5.19,2.2405,136,2.18,2.1335,n,174,.n.,.174.
喪生,丧生,to die/lose one's life,2,sang4 sheng1,sangsheng,170,5.07,2.2304,136,2.18,2.1335,v,170,.v.,.170.
散布,散布,to disseminate,2,san4 bu4,sanbu,153,4.56,2.1847,136,2.18,2.1335,v,153,.v.,.153.
出頭,出头,to get out of a predicament/to stick out/to take the initiative/remaining odd fraction after a division,2,chu1 tou2,chutou,159,4.74,2.2014,136,2.18,2.1335,v,81,.v.m.n.,.81.69.9.
混進,混进,to infiltrate,2,hun4 jin4,hunjin,149,4.44,2.1732,136,2.18,2.1335,v,149,.v.,.149.
伎倆,伎俩,trick/scheme/ploy/tactic/strategem/gimmick/ruse/trickery/skill/also written 技俩,2,ji4 liang3,jiliang,146,4.35,2.1644,136,2.18,2.1335,n,146,.n.,.146.
摯愛,挚爱,true love,2,zhi4 ai4,zhiai,160,4.77,2.2041,136,2.18,2.1335,n,160,.n.,.160.
埋伏,埋伏,ambush,2,mai2 fu2,maifu,182,5.43,2.2601,135,2.16,2.1303,v,170,.v.vn.,.170.12.
課堂,课堂,classroom,2,ke4 tang2,ketang,166,4.95,2.2201,135,2.16,2.1303,n,166,.n.,.166.
現有,现有,currently existing/currently available,2,xian4 you3,xianyou,154,4.59,2.1875,135,2.16,2.1303,v,113,.v.vn.,.113.41.
丟棄,丢弃,discard/abandon,2,diu1 qi4,diuqi,167,4.98,2.2227,135,2.16,2.1303,v,167,.v.,.167.
醫護,医护,doctors and nurses/medic/medical (personnel),2,yi1 hu4,yihu,172,5.13,2.2355,135,2.16,2.1303,vn,172,.vn.,.172.
永生,永生,eternal life,2,yong3 sheng1,yongsheng,208,6.2,2.3181,135,2.16,2.1303,v,192,.v.n.d.vn.,.192.11.4.1.
欄,栏,fence/railing/hurdle/column (of balance sheet)/box (on spreadsheet),1,lan2,lan,163,4.86,2.2122,135,2.16,2.1303,n,163,.n.,.163.
初次,初次,first/for the first time/primary/tentative,2,chu1 ci4,chuci,157,4.68,2.1959,135,2.16,2.1303,d,157,.d.,.157.
興,兴,flourish/it is the fashion to/to become popular; interest,1,xing1/xing4,xing,172,5.13,2.2355,135,2.16,2.1303,v,172,.v.,.172.
手勢,手势,gesture/sign/signal,2,shou3 shi4,shoushi,204,6.08,2.3096,135,2.16,2.1303,n,204,.n.,.204.
崔,崔,high mountain/precipitous/surname Cui,1,cui1,cui,533,15.89,2.7267,135,2.16,2.1303,nr,533,.nr.,.533.
情報局,情报局,intelligence agency,3,qing2 bao4 ju2,qingbaoju,273,8.14,2.4362,135,2.16,2.1303,n,273,.n.,.273.
稿,稿,manuscript/draft/stalk of grain,1,gao3,gao,190,5.66,2.2788,135,2.16,2.1303,g,190,.g.,.190.
物証,物证,material evidence,2,wu4 zheng4,wuzheng,213,6.35,2.3284,135,2.16,2.1303,n,213,.n.,.213.
季度,季度,"period of three month/quarter, used for financial matters, school, publications etc",2,ji4 du4,jidu,177,5.28,2.248,135,2.16,2.1303,n,177,.n.,.177.
英鎊,英镑,pound sterling,2,Ying1 bang4,yingbang,312,9.3,2.4942,135,2.16,2.1303,q,280,.q.n.,.280.32.
原理,原理,principle/theory,2,yuan2 li3,yuanli,157,4.68,2.1959,135,2.16,2.1303,n,157,.n.,.157.
性行為,性行为,sexual behavior,3,xing4 xing2 wei2,xingxingwei,224,6.68,2.3502,135,2.16,2.1303,n,224,.n.,.224.
震動,震动,shake/shock,2,zhen4 dong4,zhendong,170,5.07,2.2304,135,2.16,2.1303,vn,87,.vn.v.,.87.83.
人行道,人行道,sidewalk,3,ren2 xing2 dao4,renxingdao,160,4.77,2.2041,135,2.16,2.1303,n,160,.n.,.160.
中風,中风,suffer a paralyzing stroke,2,zhong4 feng1,zhongfeng,223,6.65,2.3483,135,2.16,2.1303,v,188,.v.n.vn.,.188.27.8.
炒魷魚,炒鱿鱼,to be fired/to fire,3,chao3 you2 yu2,chaoyouyu,162,4.83,2.2095,135,2.16,2.1303,v,162,.v.,.162.
延期,延期,to delay/to extend/to postpone/to defer,2,yan2 qi1,yanqi,169,5.04,2.2279,135,2.16,2.1303,v,162,.v.vn.,.162.7.
逃命,逃命,to escape/to flee/to run for one's life,2,tao2 ming4,taoming,172,5.13,2.2355,135,2.16,2.1303,v,172,.v.,.172.
躲藏,躲藏,to hide oneself,2,duo3 cang2,duocang,162,4.83,2.2095,135,2.16,2.1303,v,162,.v.,.162.
便車,便车,to hitchhike,2,bian4 che1,bianche,178,5.31,2.2504,135,2.16,2.1303,n,178,.n.,.178.
驗証,验证,to inspect and verify/experimental verification,2,yan4 zheng4,yanzheng,160,4.77,2.2041,135,2.16,2.1303,v,145,.v.vn.,.145.15.
成名,成名,to make one's name/to become famous,2,cheng2 ming2,chengming,172,5.13,2.2355,135,2.16,2.1303,v,162,.v.vn.,.162.10.
經紀,经纪,to manage (a business)/manager/broker,2,jing1 ji4,jingji,205,6.11,2.3118,135,2.16,2.1303,vn,108,.vn.n.,.108.97.
得罪,得罪,to offend sb/a faux pas,2,de2 zui4,dezui,152,4.53,2.1818,135,2.16,2.1303,v,152,.v.,.152.
付費,付费,to pay/to cover the costs,2,fu4 fei4,fufei,171,5.1,2.233,135,2.16,2.1303,v,153,.v.vn.,.153.18.
處罰,处罚,to penalize/to punish,2,chu3 fa2,chufa,166,4.95,2.2201,135,2.16,2.1303,vn,99,.vn.v.,.99.67.
了如指掌,了如指掌,to understand sth thoroughly (like the back of one's hand),4,liao3 ru2 zhi3 zhang3,liaoruzhizhang,148,4.41,2.1703,135,2.16,2.1303,v,148,.v.,.148.
漫步,漫步,to wander/to ramble/recreational hiking/to perambulate,2,man4 bu4,manbu,174,5.19,2.2405,135,2.16,2.1303,v,174,.v.,.174.
